skills_count,avg_assessment_score,project_count,cgpa,internship_count,placed
11,85,4,7.9,2,1
8,59,6,9.4,0,1
6,82,2,6.9,1,1
1,96,6,6.1,1,1
8,98,0,6.4,3,1
8,68,0,9.6,3,1
10,59,6,8.8,0,1
4,82,4,7.5,3,1
3,79,6,6.6,3,1
2,84,5,5.7,1,1
10,64,2,8.8,2,1
2,53,1,6.7,2,0
8,64,5,7.0,3,1
1,49,0,5.5,0,0
2,66,2,5.5,1,1
4,41,1,8.4,0,0
6,83,2,7.2,3,1
8,34,2,9.9,0,1
3,37,2,9.1,3,1
8,53,1,4.9,2,0
1,45,6,8.9,1,1
8,61,5,6.6,0,1
12,42,4,5.6,1,1
5,71,1,8.2,0,1
9,96,0,8.5,2,1
5,55,2,7.1,0,1
4,44,1,9.2,3,1
3,65,4,6.3,0,1
4,31,0,6.6,3,1
2,61,1,5.3,3,0
11,37,0,7.8,2,1
12,98,6,8.0,0,1
4,70,4,5.2,2,1
4,32,5,6.9,3,1
3,62,0,6.4,3,1
9,67,4,8.3,3,1
3,74,2,5.5,3,0
9,50,0,9.0,1,1
5,76,3,6.9,0,1
9,78,5,8.7,1,1
10,76,6,9.3,1,1
2,98,6,6.2,3,1
11,93,6,5.5,1,1
11,71,0,6.2,0,1
2,35,6,7.3,1,1
1,55,0,5.5,3,0
1,79,5,5.5,3,1
5,36,2,8.3,1,1
2,31,1,7.8,3,1
8,37,2,9.0,3,1
12,37,6,8.9,2,1
12,39,6,7.4,2,1
4,96,0,4.9,0,0
9,79,1,8.4,1,1
4,52,4,7.3,3,1
11,75,5,8.5,3,1
7,43,1,8.3,1,1
9,73,5,7.5,1,1
10,86,2,7.4,2,1
6,77,3,7.5,3,1
6,60,4,9.0,1,1
9,62,2,6.5,3,1
7,30,5,6.9,0,1
10,32,4,9.8,1,1
5,30,2,9.9,1,1
6,32,6,5.7,2,1
10,49,0,7.3,0,1
3,47,2,7.0,2,1
5,68,0,5.8,3,1
2,71,6,5.7,3,0
12,42,4,9.0,2,1
10,78,0,4.7,0,0
6,74,6,9.5,3,1
2,59,5,6.7,0,1
1,69,4,7.9,0,0
6,94,5,7.6,1,1
11,80,3,5.3,0,0
7,48,1,6.1,2,1
10,36,4,4.9,3,0
7,94,3,5.9,1,1
4,92,3,7.1,1,1
12,97,1,7.5,1,1
7,71,5,4.9,0,0
7,84,2,5.1,2,0
6,33,6,5.5,2,0
8,48,3,6.4,0,1
4,55,5,9.5,2,1
12,40,0,5.3,0,0
3,66,0,7.9,2,1
8,90,0,5.1,2,0
9,57,1,5.6,2,1
3,32,3,7.9,0,0
1,66,1,5.9,2,0
1,38,3,8.0,2,1
6,43,0,9.4,2,1
11,79,1,9.2,3,1
12,42,2,7.2,3,1
9,41,1,9.2,1,1
8,32,0,7.2,1,1
5,72,3,9.5,3,1
1,74,5,8.5,2,1
5,60,4,6.4,2,1
11,62,3,8.9,0,1
5,58,1,9.6,2,1
11,47,0,9.3,3,1
11,59,3,7.3,1,1
7,69,4,7.6,2,1
3,56,5,6.9,1,1
11,55,6,7.6,1,1
12,97,1,6.2,3,1
3,50,2,9.9,0,1
2,53,2,9.6,1,1
7,82,2,8.6,3,1
11,65,1,8.5,1,1
3,33,6,5.1,2,0
10,59,4,7.8,1,1
1,75,0,5.7,3,0
8,77,1,9.1,3,1
3,50,1,7.2,1,0
1,64,3,8.6,1,1
4,38,1,9.8,3,1
8,71,6,9.2,3,1
7,81,6,9.3,0,1
7,70,3,7.8,0,1
8,88,6,7.3,0,1
4,96,4,9.2,3,1
1,79,4,9.8,0,1
8,80,2,5.5,2,1
10,36,5,6.8,1,1
11,87,0,7.0,0,1
10,47,3,5.5,3,0
8,55,3,4.6,0,0
12,50,5,5.9,0,0
11,76,0,8.3,3,1
9,50,3,8.4,3,1
3,72,4,4.7,1,0
3,52,6,5.4,0,1
8,66,5,6.2,1,1
3,55,0,5.1,2,0
8,93,4,4.6,0,0
8,60,1,7.8,3,1
8,40,4,7.0,0,1
9,65,4,5.8,1,0
11,74,0,5.3,1,1
10,68,2,8.1,0,1
7,52,1,4.8,2,0
12,52,3,7.8,2,1
2,68,2,9.5,2,1
2,84,6,9.3,0,1
3,45,5,6.1,2,1
7,97,1,6.3,1,1
2,97,0,7.8,3,1
10,66,3,8.4,2,1
10,75,1,5.9,3,1
8,53,4,7.9,1,1
4,30,0,8.3,0,0
2,56,6,7.0,3,1
6,74,4,6.7,1,1
4,66,2,4.6,0,0
9,71,6,6.2,0,1
6,73,3,5.1,0,0
4,72,6,9.0,2,1
8,90,6,9.5,0,1
8,49,5,8.0,3,1
9,72,3,9.3,3,1
1,96,2,9.5,2,1
1,56,4,7.5,2,1
6,38,1,8.8,2,1
6,78,5,9.0,1,1
7,53,4,7.6,0,1
5,70,5,9.2,0,1
2,93,1,6.0,2,1
5,57,4,6.9,2,1
6,34,6,5.4,1,1
1,91,4,6.9,1,1
8,97,2,5.5,2,0
9,46,1,9.2,0,1
12,96,0,7.0,0,1
1,41,2,6.2,3,1
11,69,0,5.1,2,0
4,71,1,7.9,1,1
9,70,6,6.0,3,1
5,49,1,8.1,2,1
10,95,0,5.1,1,0
9,70,2,7.4,1,1
5,61,1,9.6,0,1
6,86,0,6.2,1,1
11,36,0,4.7,3,0
7,80,1,4.8,3,0
5,72,6,7.8,1,1
11,98,0,8.3,3,1
2,89,0,7.6,3,1
11,89,3,6.2,1,1
3,63,2,9.6,3,1
11,72,6,5.5,2,1
8,44,2,4.7,3,0
3,66,6,7.0,2,1
3,95,0,7.8,3,1
2,71,4,8.9,0,1
9,89,3,8.8,3,1
4,50,3,5.8,3,0
12,85,6,5.6,3,1
12,60,1,6.3,0,1
12,92,0,8.5,3,1
2,86,1,6.3,2,1
2,43,5,9.7,3,1
11,37,0,6.3,1,1
10,30,6,8.9,1,1
8,98,2,8.1,3,1
8,55,1,7.8,2,1
11,68,3,6.1,2,1
10,31,4,9.8,3,1
5,37,2,9.1,0,0
6,44,6,7.5,2,1
4,85,5,9.2,3,1
12,78,3,7.9,3,1
4,52,3,6.9,1,1
7,76,6,5.5,3,0
11,46,1,9.9,0,1
1,48,5,4.9,3,0
3,40,1,8.1,3,1
12,84,4,9.3,1,1
7,87,3,7.0,2,1
7,30,4,5.7,3,1
9,64,3,5.8,2,0
8,77,0,4.7,3,0
2,48,5,9.7,2,1
2,96,4,7.0,0,1
11,39,5,5.8,2,1
9,31,3,9.4,3,1
8,72,3,7.3,2,1
5,67,1,9.7,0,1
10,68,5,8.3,2,1
8,51,4,4.8,0,0
5,33,2,8.0,3,1
9,39,6,4.9,2,0
10,65,2,5.9,2,0
3,49,5,5.1,3,0
3,63,6,6.5,1,1
9,34,2,7.1,0,1
10,49,6,9.7,3,1
7,79,1,8.6,3,1
3,56,4,8.4,2,1
5,44,0,4.8,1,0
8,68,3,7.0,1,1
12,79,3,6.6,2,1
7,31,2,5.3,3,0
9,35,0,6.2,2,1
7,64,2,9.7,2,1
2,62,5,5.9,3,1
4,54,4,8.1,2,1
3,70,4,8.2,0,1
2,31,3,8.1,0,0
11,87,2,7.3,1,1
5,54,0,8.4,0,1
10,57,4,4.8,0,0
2,41,6,8.3,1,1
11,53,0,6.5,1,1
8,39,5,5.9,3,1
7,71,2,6.0,1,1
5,37,3,8.7,3,1
1,63,6,6.3,2,1
2,92,1,5.5,3,0
3,85,1,7.2,0,1
2,34,0,8.4,0,0
5,87,0,7.6,3,1
11,30,0,5.3,3,0
7,30,4,8.3,3,1
7,38,4,7.1,1,1
12,91,0,4.5,2,0
5,81,0,6.3,0,1
6,40,6,6.5,3,1
5,55,1,8.6,0,1
5,79,0,8.1,2,1
11,86,5,7.1,1,1
4,33,5,5.3,1,1
9,69,3,4.8,3,0
1,34,2,9.7,0,0
12,35,3,6.3,0,1
11,96,3,5.6,1,1
2,34,5,5.8,1,1
10,35,1,4.6,1,0
11,36,2,4.6,0,0
3,38,6,7.0,0,1
10,58,0,5.1,1,0
12,81,2,6.8,0,1
10,47,2,9.8,1,1
10,52,2,8.6,0,1
3,83,1,5.2,2,1
10,35,1,6.9,0,1
11,78,6,8.8,1,1
8,40,0,4.6,0,0
2,66,3,5.5,3,1
11,64,4,5.6,3,1
10,34,4,9.6,1,1
10,41,5,8.4,2,1
1,60,1,6.4,0,0
2,76,6,9.8,1,1
11,56,2,7.0,0,1
3,90,3,5.5,1,0
1,76,2,9.5,1,1
8,35,0,6.3,0,1
1,92,4,5.4,0,0
8,71,3,5.8,1,1
4,44,2,9.4,1,1
12,82,6,5.0,1,0
4,39,3,6.5,3,1
7,48,1,4.8,3,0
6,47,3,5.5,1,1
4,72,1,9.8,0,1
1,65,1,8.2,0,0
8,83,1,9.1,2,1
5,50,6,5.7,1,1
4,41,3,7.5,3,1
4,90,6,9.2,3,1
12,84,5,6.0,1,1
7,58,4,5.8,1,1
7,35,0,9.4,3,1
9,34,3,8.5,3,1
12,42,3,7.1,3,1
9,31,5,5.8,3,1
5,60,5,5.2,0,0
3,88,6,8.1,0,1
8,47,6,9.8,3,1
6,89,5,5.5,0,1
12,72,4,4.9,0,0
5,56,6,6.1,0,1
6,37,4,7.9,2,1
2,79,2,9.3,3,1
6,76,1,7.8,0,1
4,47,2,7.5,1,1
12,56,6,8.0,1,1
5,94,5,6.2,3,1
2,77,2,6.0,3,1
9,45,3,7.1,2,1
6,38,1,6.9,3,1
7,52,2,5.0,0,0
5,44,5,5.1,1,0
4,96,5,7.2,0,1
11,46,3,6.1,2,1
12,32,2,6.8,1,1
4,96,5,4.8,2,0
6,71,3,6.7,3,1
10,46,6,7.0,2,1
5,59,3,5.4,2,1
1,48,2,8.7,2,1
3,98,2,5.4,1,1
12,49,1,9.0,1,1
6,46,3,5.1,2,0
4,34,5,6.5,2,1
3,77,3,9.8,1,1
2,33,3,7.4,3,1
6,49,0,9.6,2,1
5,90,2,8.0,1,1
12,86,2,8.8,0,1
1,47,5,8.5,0,0
4,87,2,6.7,0,1
10,54,4,6.3,1,1
5,55,0,8.7,0,1
11,41,4,6.9,3,1
6,95,0,5.6,2,0
7,77,3,8.4,2,1
6,74,2,4.6,3,0
2,57,5,9.2,3,1
7,86,2,8.5,1,1
7,83,1,8.9,0,1
5,90,6,5.3,2,0
7,41,0,9.7,3,1
5,83,1,7.9,3,1
3,55,1,8.3,3,1
8,35,6,6.1,2,1
5,93,4,9.0,3,1
1,49,2,5.7,2,0
11,90,0,9.7,2,1
8,61,0,6.8,0,1
8,38,4,8.6,2,1
10,85,6,7.6,2,1
8,45,2,7.9,0,1
3,37,1,9.1,2,1
6,50,0,8.2,2,1
11,75,0,6.5,2,1
11,39,4,6.1,1,1
3,42,4,8.6,1,1
6,68,2,7.4,2,1
10,75,6,5.0,1,0
9,66,2,4.6,3,0
3,43,1,6.7,1,0
4,97,6,7.2,0,1
2,44,6,6.8,1,1
8,74,2,9.5,2,1
8,96,6,5.3,2,0
12,45,1,6.1,1,1
3,59,2,9.1,1,1
2,84,5,5.6,0,0
7,35,1,8.7,0,1
11,95,4,4.7,0,0
5,35,0,7.0,2,1
2,56,4,8.6,1,1
6,33,0,5.5,1,1
10,74,2,9.6,1,1
12,60,4,9.1,0,1
10,31,4,5.0,1,0
5,51,6,8.4,0,1
2,57,4,9.8,3,1
10,53,3,6.5,0,1
6,78,3,5.5,1,1
6,45,3,6.7,0,1
8,76,5,7.3,2,1
1,40,2,7.5,3,0
10,69,5,6.0,3,1
7,67,6,5.7,3,0
8,77,1,4.9,0,0
8,43,3,9.9,3,1
11,40,0,7.3,1,1
12,43,5,6.6,1,1
4,73,1,4.8,3,0
7,93,2,5.2,2,1
7,75,3,8.8,3,1
9,65,1,9.8,3,1
5,92,3,5.1,1,0
3,33,0,7.9,0,0
8,33,1,9.0,3,1
6,49,2,7.8,0,1
11,96,6,8.6,3,1
4,67,5,8.8,3,1
5,73,6,7.1,0,1
1,85,0,9.6,3,1
7,86,3,6.9,0,1
9,68,5,4.7,1,0
3,69,5,7.2,3,1
2,92,5,7.1,3,1
3,94,0,7.1,3,1
10,78,4,5.9,2,1
1,33,4,6.0,0,0
6,74,6,5.2,0,1
7,42,3,7.9,2,1
7,74,0,9.9,1,1
11,69,4,5.8,0,1
5,44,2,4.9,1,0
6,34,3,4.6,3,0
7,64,0,7.6,3,1
6,78,4,7.7,3,1
2,92,0,6.2,1,0
11,73,1,7.2,2,1
7,55,3,6.5,0,1
9,57,2,9.0,2,1
10,81,6,4.8,1,0
2,42,4,7.9,2,1
10,97,3,6.0,3,1
2,68,4,5.6,2,1
4,83,3,7.4,2,1
8,53,0,7.9,1,1
4,89,2,7.6,3,1
12,37,4,9.5,1,1
3,60,1,6.5,2,1
2,56,6,6.7,3,1
5,50,2,5.9,1,1
4,33,1,5.1,2,0
9,85,3,7.0,0,1
5,47,0,5.6,2,1
9,52,5,6.0,0,1
8,32,0,9.7,0,1
5,38,3,6.2,2,1
2,80,6,8.1,1,1
10,94,0,5.8,2,1
10,45,6,5.0,2,0
10,79,6,6.3,1,1
4,48,0,9.6,1,0
7,62,6,6.0,0,1
6,44,2,7.1,3,1
4,65,6,7.1,1,1
12,77,6,6.5,2,1
10,34,6,4.6,0,0
11,60,2,8.2,3,1
12,76,6,6.2,0,1
4,86,3,7.4,0,1
7,62,2,9.4,0,1
4,68,1,9.6,1,1
11,70,6,9.4,3,1
5,40,6,8.8,3,1
7,72,5,7.0,3,1
2,50,5,9.2,2,1
6,83,4,7.2,2,1
1,36,5,6.9,1,1
3,30,3,8.8,1,1
2,44,1,6.2,1,0
11,46,6,7.3,3,1
6,87,3,8.8,1,1
11,71,6,5.9,2,0
3,80,3,6.7,1,1
1,59,0,4.6,3,0
12,51,0,5.6,3,1
3,41,2,7.7,1,1
12,97,3,5.1,3,0
8,45,1,9.0,1,1
5,66,5,5.5,3,0
4,57,6,6.8,2,1
4,83,1,8.4,3,1
1,67,2,8.8,1,1
6,88,0,9.4,0,1
6,80,5,7.0,1,1
12,84,5,8.4,2,1
9,37,0,4.9,2,0
8,75,4,9.5,0,1
9,78,2,4.5,3,0
3,35,4,8.1,1,0
6,89,1,7.2,0,1
9,85,1,6.2,2,1
1,46,3,5.1,2,0
7,66,2,8.5,2,1
7,51,2,7.3,3,1
3,86,0,8.6,1,1
4,53,0,5.3,3,0
7,44,3,8.3,0,1
12,92,3,6.9,3,1
12,48,0,5.1,2,0
5,53,6,5.0,1,0
5,57,4,8.5,0,1
10,53,3,7.3,0,1
8,42,2,5.8,0,0
2,80,2,9.8,0,1
2,88,6,5.3,3,1
10,30,2,9.7,0,1
8,71,5,8.0,1,1
1,66,2,5.6,0,0
9,78,0,8.5,3,1
4,81,0,5.9,0,1
7,66,5,5.4,1,0
7,69,5,7.2,1,1
2,77,4,6.4,1,1
7,90,2,7.1,3,1
7,77,4,5.0,1,0
7,41,0,6.8,2,1
11,58,5,9.8,1,1
9,97,0,9.5,2,1
2,91,2,7.0,1,1
11,68,6,9.8,1,1
5,36,4,7.3,0,1
9,43,4,9.5,3,1
8,62,2,6.7,2,1
9,32,0,7.7,3,1
3,80,0,5.5,0,1
6,88,6,8.3,3,1
5,73,6,7.9,1,1
2,63,6,5.6,0,1
7,44,0,4.6,1,0
8,81,6,8.0,3,1
10,76,5,6.1,3,1
2,46,1,8.8,0,0
1,54,6,5.5,0,0
11,60,3,8.0,1,1
8,48,3,5.0,3,0
3,49,5,4.6,3,0
8,32,6,9.7,3,1
4,67,4,7.7,3,1
1,43,5,4.8,3,0
8,67,0,9.8,3,1
9,92,1,6.7,0,1
7,70,4,7.4,0,1
11,83,3,5.9,0,1
6,87,5,9.6,3,1
5,54,3,4.6,2,0
9,58,4,6.9,2,1
12,89,1,9.5,2,1
7,83,6,8.4,2,1
3,56,2,8.8,0,1
4,50,4,5.2,3,0
8,68,1,6.7,1,1
1,75,2,7.5,2,1
9,34,6,5.4,0,0
4,45,4,5.1,1,0
6,75,6,7.1,0,1
9,64,1,8.7,0,1
8,88,6,8.3,0,1
10,43,6,9.8,0,1
3,45,6,7.2,1,1
3,67,5,9.4,3,1
8,42,1,8.6,2,1
3,45,6,6.3,1,1
7,30,1,6.9,3,1
9,51,0,6.3,2,1
7,76,5,6.5,1,1
9,83,6,5.3,1,0
7,88,6,6.8,2,1
8,48,6,9.6,0,1
9,38,0,8.4,2,1
3,85,0,6.2,3,1
11,49,4,8.6,0,1
12,96,2,9.8,3,1
11,68,5,6.7,2,1
1,65,4,9.4,1,1
8,56,4,8.3,3,1
11,81,6,8.3,1,1
2,34,4,9.3,2,1
12,46,4,6.6,2,1
9,69,4,5.7,2,1
1,63,1,5.4,2,0
9,44,5,8.4,0,1
5,94,2,9.0,0,1
11,45,3,4.8,2,0
1,88,2,7.6,1,1
10,98,6,9.8,1,1
5,47,5,6.4,3,1
4,43,2,7.3,1,1
2,48,5,6.5,3,1
2,41,0,9.0,3,1
8,39,2,7.1,3,1
9,80,6,7.7,2,1
11,84,3,7.7,3,1
7,50,1,8.5,1,1
8,46,5,7.1,0,1
8,90,0,8.3,1,1
6,45,4,9.6,3,1
6,67,0,5.1,1,0
5,77,2,5.1,2,0
3,48,6,7.1,3,1
5,66,1,4.8,1,0
8,30,0,8.9,2,1
1,83,3,4.9,2,0
6,78,3,7.6,1,1
9,88,6,8.6,3,1
3,71,0,8.1,3,1
7,73,4,6.6,0,1
8,65,5,9.7,0,1
12,33,4,9.2,2,1
2,40,1,7.5,0,0
9,54,6,9.7,3,1
1,45,5,7.2,1,1
4,61,6,6.0,3,1
9,71,3,5.0,0,0
1,73,3,7.2,1,1
6,78,2,9.1,0,1
2,51,2,5.1,1,0
2,49,2,5.5,3,1
6,53,0,4.8,0,0
2,70,1,6.1,3,1
5,78,6,9.3,0,1
4,60,3,4.8,3,0
5,37,2,9.6,3,1
2,91,0,7.5,3,1
1,64,4,7.9,0,0
3,68,4,7.5,3,1
11,94,1,6.9,1,1
3,61,4,6.5,3,1
9,87,0,9.7,0,1
10,67,5,8.9,1,1
8,64,4,4.5,2,0
7,74,6,9.0,1,1
9,66,0,7.7,1,1
10,38,2,8.5,0,1
2,47,5,6.6,2,1
4,94,6,9.2,2,1
6,63,6,9.3,3,1
11,71,2,6.0,1,1
10,72,0,7.0,1,1
1,90,0,8.0,0,0
7,92,6,8.1,3,1
11,39,4,7.4,0,1
11,86,5,9.3,0,1
7,75,3,6.4,1,1
12,31,0,9.0,3,1
4,86,0,6.5,1,1
5,75,1,8.5,0,1
11,68,6,8.9,1,1
8,76,0,5.8,2,1
10,56,0,8.3,1,1
11,80,0,9.8,2,1
8,51,4,7.6,1,1
10,52,0,8.1,1,1
3,63,4,8.5,1,1
12,65,1,9.3,0,1
12,98,4,9.9,2,1
8,30,3,8.2,0,1
6,85,6,9.1,3,1
11,96,3,6.0,3,1
1,58,0,6.5,2,0
9,87,2,9.5,0,1
6,40,4,6.6,0,1
4,84,0,9.8,1,1
6,69,0,5.6,0,0
1,72,6,6.8,2,1
8,60,2,5.8,0,1
4,39,6,7.3,3,1
11,87,4,8.6,0,1
1,34,3,5.0,2,0
12,38,6,9.3,1,1
8,37,2,4.8,3,0
11,37,4,4.9,0,0
7,81,0,6.1,3,1
10,31,3,5.8,3,1
10,42,2,6.8,0,1
6,54,0,7.0,0,0
10,54,4,8.4,1,1
5,75,3,7.9,3,1
8,53,1,8.4,1,1
1,46,2,8.8,3,1
6,69,4,8.0,1,1
5,73,2,5.3,2,1
11,48,0,7.3,1,1
9,36,3,7.2,2,1
4,55,6,5.6,0,0
12,89,4,8.1,2,1
10,72,4,9.1,2,1
3,43,3,6.8,0,1
11,58,5,9.5,1,1
4,60,3,7.0,2,1
7,56,3,8.9,1,1
1,76,0,9.0,0,0
9,44,1,6.4,2,1
11,76,0,6.9,0,1
5,52,1,5.6,2,1
9,61,1,6.3,1,1
5,42,0,4.6,1,0
2,73,1,6.5,2,1
6,51,4,6.5,3,1
2,45,1,9.2,1,0
4,98,3,8.8,2,1
7,61,0,6.2,1,1
5,49,2,9.1,1,1
5,46,6,4.8,3,0
2,90,6,5.6,0,0
11,95,2,6.6,3,1
3,71,5,7.3,2,1
8,93,3,7.3,2,1
11,34,1,7.6,1,1
8,60,3,9.3,1,1
7,50,6,6.2,2,1
2,47,6,5.9,0,0
4,35,3,7.3,2,1
8,85,3,6.8,2,1
6,64,3,8.8,0,1
4,63,5,5.5,0,0
9,95,4,4.9,0,0
4,42,0,8.7,0,0
9,55,2,6.4,1,1
5,68,5,8.1,2,1
10,47,6,5.5,2,0
6,81,3,6.1,0,1
9,49,6,7.0,3,1
12,56,3,5.7,1,1
8,89,2,8.7,0,1
4,84,6,6.2,3,1
8,33,2,5.6,1,1
12,31,3,5.2,2,0
11,81,6,6.8,2,1
1,34,1,6.3,1,0
6,80,3,9.8,1,1
2,98,3,9.6,1,1
6,87,5,7.1,2,1
2,52,0,5.0,3,0
4,38,3,4.6,2,0
5,97,0,5.6,3,0
3,71,6,7.3,3,1
2,46,4,6.6,3,1
2,79,6,7.1,1,1
4,69,3,5.2,3,0
5,55,4,7.6,3,1
1,48,3,6.0,0,0
10,61,4,9.0,2,1
8,88,3,9.4,0,1
5,88,2,8.5,2,1
3,83,1,6.6,1,1
12,85,3,9.4,3,1
3,42,3,9.4,0,0
5,98,2,9.2,0,1
12,57,3,8.3,3,1
9,45,2,9.9,0,1
9,71,3,8.6,3,1
4,94,0,5.4,3,0
11,89,3,7.9,2,1
4,80,0,8.5,0,0
3,71,5,8.3,3,1
2,40,4,7.1,1,1
8,65,6,6.9,1,1
1,42,1,5.4,2,0
12,80,1,5.2,0,1
5,49,3,4.6,2,0
12,34,5,5.5,1,1
11,96,5,4.8,0,0
5,86,0,6.6,0,1
7,55,1,4.8,2,0
4,41,0,9.4,3,1
1,73,6,4.7,1,0
2,58,0,8.2,1,0
1,83,4,8.4,0,1
6,54,4,8.9,1,1
7,84,0,9.5,1,1
6,71,1,5.7,0,1
7,57,3,6.2,1,1
5,77,0,4.9,0,0
7,68,6,9.3,3,1
2,98,6,9.8,1,1
2,71,5,5.9,3,1
12,47,2,9.8,1,1
12,70,6,7.9,3,1
1,87,3,4.9,1,0
12,31,1,7.2,0,1
2,69,1,7.8,3,1
10,40,0,8.6,1,1
5,55,1,6.5,3,1
1,60,5,5.6,3,1
5,70,5,6.3,0,1
7,66,6,7.3,0,1
12,72,2,5.7,1,0
11,61,6,4.8,1,0
7,96,2,7.8,1,1
1,38,6,6.9,3,1
4,36,5,4.9,1,0
3,41,1,9.6,1,0
12,89,2,4.9,1,0
4,84,1,8.4,1,1
10,87,5,6.1,1,1
8,40,2,6.0,3,1
8,86,3,6.5,3,1
8,32,6,8.6,3,1
2,68,4,6.8,1,1
3,62,3,7.5,3,1
5,78,4,6.2,3,1
3,90,1,4.9,1,0
1,31,6,9.4,2,1
7,80,5,7.2,2,1
5,39,3,6.6,0,1
10,50,1,5.2,3,1
12,74,4,8.7,3,1
6,37,5,7.9,3,1
12,61,1,9.5,3,1
6,33,5,4.7,1,0
8,48,2,5.9,1,1
3,31,0,9.6,0,0
7,80,5,8.0,0,1
4,84,1,7.3,3,1
5,94,4,5.9,3,1
12,41,0,8.5,2,1
5,56,5,8.9,3,1
1,51,6,8.3,3,1
2,83,4,4.5,3,0
12,85,1,8.0,1,1
12,47,1,6.5,3,1
2,87,4,5.5,1,0
3,54,2,4.8,3,0
10,43,6,6.9,1,1
2,78,0,4.9,2,0
1,60,3,4.8,3,0
2,31,0,8.1,2,0
1,35,0,8.6,1,0
1,78,4,7.3,2,1
8,73,4,9.5,3,1
11,73,2,6.3,1,1
11,81,3,9.6,0,1
6,42,0,9.8,3,1
7,47,0,9.2,0,1
5,61,2,9.2,3,1
11,90,4,7.8,3,1
1,71,0,8.1,2,1
12,71,5,9.7,3,1
8,81,5,5.8,0,0
8,42,5,9.6,3,1
4,48,6,6.1,0,1
2,68,6,5.2,3,0
2,91,5,6.9,1,1
3,41,0,5.8,3,1
6,79,6,4.7,2,0
5,90,5,5.7,0,1
11,92,0,9.5,2,1
10,38,5,9.2,2,1
12,78,5,6.5,3,1
4,63,0,8.9,2,1
2,73,5,5.0,1,0
2,77,1,8.5,2,1
10,30,2,9.7,0,1
4,79,3,7.7,2,1
11,46,4,8.7,1,1
1,98,6,5.1,3,0
5,58,3,6.2,3,1
5,48,5,5.3,0,1
12,45,2,6.2,3,1
4,93,2,7.9,3,1
6,49,6,4.8,1,0
4,36,6,9.1,1,1
12,80,2,9.1,1,1
9,80,2,9.9,3,1
6,80,3,8.2,0,1
5,66,5,7.4,1,1
9,80,0,8.3,1,1
10,36,6,6.2,2,1
3,47,3,7.0,3,1
3,56,1,6.1,1,1
12,43,5,4.5,1,0
7,51,0,6.5,0,0
1,45,4,7.1,2,1
11,81,1,9.7,0,1
7,92,2,5.1,1,0
7,41,6,8.0,3,1
11,78,2,9.2,3,1
2,44,0,6.5,0,0
11,95,1,7.1,0,1
10,91,2,7.7,0,1
3,79,3,8.8,3,1
3,42,2,6.1,0,0
9,53,3,8.4,0,1
9,97,3,6.6,0,1
10,98,5,7.3,0,1
4,45,1,8.6,1,0
6,45,0,6.9,1,1
2,62,6,8.0,0,1
2,94,2,5.0,2,0
3,84,5,9.7,0,1
1,96,6,5.8,2,1
10,92,5,6.9,2,1
6,98,4,7.3,1,1
11,35,1,8.2,0,1
5,57,1,5.5,1,1
12,84,0,6.0,2,1
11,50,3,5.9,3,0
7,48,4,5.9,1,0
11,54,5,8.5,2,1
11,95,4,7.5,1,1
3,70,6,6.8,3,1
10,61,0,6.5,2,1
2,82,0,5.2,2,1
6,64,1,6.5,1,1
2,78,1,6.0,3,1
2,52,4,9.6,2,1
8,42,4,7.7,2,1
5,64,4,8.3,0,1
3,70,6,9.3,3,1
12,98,4,5.5,3,1
1,95,5,5.2,1,1
10,64,0,5.3,2,1
10,83,5,5.8,3,0
8,94,2,9.8,2,1
9,59,2,9.6,0,1
7,70,6,9.6,0,1
2,60,0,7.9,1,0
2,66,4,7.6,3,1
1,84,5,8.9,1,1
9,98,5,7.1,0,1
10,54,6,6.7,0,1
12,98,5,8.4,2,1
12,97,5,5.8,0,1
11,97,1,9.7,1,1
3,95,2,4.9,0,0
7,51,2,6.8,0,1
11,61,6,6.3,0,1
8,67,2,6.1,1,1
11,80,1,4.5,2,0
11,95,6,9.5,0,1
10,92,0,9.6,2,1
8,72,2,4.5,2,0
6,53,3,5.1,2,0
7,92,1,4.5,0,0
3,82,0,7.4,3,1
11,62,1,4.5,3,0
5,76,3,6.6,1,1
5,43,3,7.4,3,1
6,85,0,5.4,2,1
2,54,2,8.3,0,0
7,72,0,5.2,1,1
11,64,0,9.6,3,1
8,46,2,7.1,3,1
12,79,1,7.2,0,1
1,46,1,9.7,2,0
11,60,0,7.2,2,1
10,31,3,6.8,3,1
8,40,6,6.1,3,1
3,95,1,5.8,1,0
5,61,5,5.1,3,0
12,43,5,5.6,1,0
11,49,1,9.1,0,1
1,65,1,5.2,1,0
10,55,0,6.8,0,1
9,69,5,6.6,1,1
7,91,0,5.7,3,1
5,76,2,6.1,2,1
4,70,0,8.3,1,0
12,71,1,4.8,2,0
10,42,3,7.0,1,1
8,76,2,5.9,2,0
11,46,2,8.1,2,1
6,97,4,8.5,2,1
5,56,4,5.8,3,0
11,45,0,5.1,1,0
8,42,0,5.5,2,0
4,98,5,7.1,1,1
4,83,4,4.7,2,0
9,74,2,9.3,3,1
2,85,0,7.9,3,1
9,32,1,6.8,2,1
3,67,0,8.3,0,0
12,54,5,8.8,3,1
9,95,0,7.2,1,1
9,79,4,6.9,3,1
5,56,1,6.7,0,0
12,31,6,5.7,3,1
5,68,6,8.4,1,1
5,45,1,6.1,1,0
1,48,2,5.8,1,0
